abonnement_id,adherent_id,panier_id,date_debut,nombre,montant,mode_paiement_id,saison_id
21045,2260,1,2022-01-01,50,0,5,2
21046,1555,1,2022-01-01,50,0,41,2
21047,1119,3,2022-01-01,50,0,40,2
21048,1128,2,2022-01-01,25,0,5,2
21049,1590,1,2022-01-01,50,0,41,2
21050,1507,1,2022-01-01,50,0,41,2
21051,2120,1,2022-01-01,50,0,41,2
21052,2118,1,2022-01-01,50,0,41,2
21053,227,1,2022-09-24,12,0,41,2
21054,1710,1,2022-01-01,50,0,41,2
21055,1162,2,2022-01-01,25,0,5,2
21056,1352,1,2022-01-01,50,0,41,2
21058,1562,1,2022-01-01,50,0,20,2
21059,1141,1,2022-01-01,50,0,41,2
21060,525,1,2022-01-01,50,0,41,2
21061,618,1,2022-01-01,50,0,41,2
21062,626,1,2022-01-01,50,0,41,2
21063,1007,1,2022-01-01,50,0,41,2
21064,1428,1,2022-01-01,50,0,41,2
21065,332,1,2022-01-01,50,0,41,2
21066,348,3,2022-03-05,41,0,41,2
21067,1220,1,2022-01-01,50,0,6,2
21068,2123,1,2022-01-01,50,0,41,2
21070,1432,1,2022-01-01,50,0,41,2
21071,1500,1,2022-01-01,50,0,44,2
21072,995,1,2022-01-01,50,0,41,2
21073,1047,1,2022-01-01,50,0,41,2
21074,1454,1,2022-01-01,50,0,41,2
21075,265,1,2022-01-01,50,0,41,2
21076,1262,2,2022-01-01,25,0,44,2
21077,867,1,2022-01-01,50,0,41,2
21078,1421,1,2022-01-01,50,0,41,2
21079,659,1,2022-01-01,50,0,41,2
21080,731,1,2022-01-01,50,0,20,2
21081,1739,1,2022-01-01,50,0,41,2
21084,955,1,2022-01-01,50,0,41,2
21085,418,2,2022-01-01,25,0,43,2
21086,271,3,2022-01-01,50,0,41,2
21087,1325,3,2022-01-01,50,0,41,2
21088,274,1,2022-01-01,50,0,43,2
21089,826,1,2022-01-01,50,0,41,2
21090,1329,1,2022-01-01,50,0,41,2
21091,942,3,2022-04-16,35,0,41,2
21092,734,1,2022-01-01,50,0,20,2
21093,455,1,2022-01-01,50,0,20,2
21094,1488,1,2022-01-01,50,0,20,2
21095,1108,2,2022-01-01,25,0,41,2
21097,1721,1,2022-06-04,28,0,41,2
21098,1289,1,2022-01-01,50,0,41,2
21100,1062,1,2022-01-01,50,0,41,2
21102,835,1,2022-01-01,50,0,20,2
21103,129,1,2022-01-01,50,0,41,2
21104,644,1,2022-01-01,50,0,41,2
21105,1656,1,2022-01-01,50,0,41,2
21107,2259,1,2022-01-01,50,0,41,2
21108,1714,1,2022-01-01,50,0,41,2
21109,1071,1,2022-01-01,50,0,41,2
21110,1251,2,2022-01-01,25,0,41,2
21111,534,1,2022-01-01,50,0,41,2
21112,640,1,2022-01-01,50,0,41,2
21113,1634,1,2022-01-01,50,0,41,2
21114,535,1,2022-01-01,50,0,41,2
21115,1401,3,2022-01-01,50,0,5,2
21116,703,1,2022-01-01,50,0,5,2
21117,1631,1,2022-01-01,50,0,41,2
21118,1247,1,2022-01-01,50,0,18,2
21119,338,1,2022-01-01,50,0,41,2
21121,1457,3,2022-01-01,50,0,41,2
21122,1561,1,2022-01-01,50,0,41,2
21123,177,1,2022-01-01,50,0,41,2
21124,614,1,2022-01-01,50,0,41,2
21125,1175,1,2022-01-01,50,0,41,2
21127,1036,1,2022-01-01,50,0,41,2
21128,540,1,2022-01-01,50,0,5,2
21129,1571,1,2022-01-01,50,0,41,2
21130,1149,1,2022-06-18,26,0,41,2
21131,1483,1,2022-01-01,50,0,41,2
21132,342,1,2022-01-01,50,0,20,2
21133,1224,1,2022-01-01,50,0,41,2
21134,1485,1,2022-01-01,50,0,41,2
21135,437,1,2022-01-01,50,0,5,2
21136,1063,1,2022-01-01,50,0,41,2
21137,2256,1,2022-01-01,50,0,40,2
21138,1130,1,2022-01-01,50,0,41,2
21139,1672,1,2022-11-19,4,0,41,2
21140,167,3,2022-01-01,50,0,5,2
21141,1074,1,2022-01-01,50,0,41,2
21142,278,3,2022-01-01,50,0,41,2
21143,1744,1,2022-01-01,50,0,41,2
21144,616,1,2022-01-01,50,0,41,2
21145,1256,1,2022-01-01,50,0,41,2
21146,344,1,2022-01-01,50,0,41,2
21147,738,1,2022-01-01,50,0,41,2
21148,1449,1,2022-01-01,50,0,41,2
21149,1437,1,2022-01-01,50,0,5,2
21151,1747,3,2022-01-01,50,0,41,2
21152,548,1,2022-01-01,50,0,43,2
21153,1112,1,2022-01-01,50,0,18,2
21154,994,1,2022-01-01,50,0,41,2
21155,945,1,2022-01-01,50,0,5,2
21156,1646,1,2022-01-01,50,0,41,2
21157,560,1,2022-01-01,50,0,5,2
21160,1521,1,2022-01-01,50,0,41,2
21161,562,1,2022-01-01,50,0,20,2
21162,792,1,2022-01-01,50,0,41,2
21163,164,1,2022-03-19,39,0,41,2
21164,1277,1,2022-01-01,51,0,5,2
21165,1308,1,2022-01-01,50,0,41,2
21166,1015,2,2022-01-01,25,0,5,2
21167,1373,1,2022-07-23,21,0,41,2
21168,1409,1,2022-01-01,50,0,41,2
21169,1613,1,2022-01-01,50,0,5,2
21170,422,2,2022-01-01,25,0,41,2
21171,870,1,2022-01-01,50,0,5,2
21172,1624,1,2022-01-01,50,0,41,2
21173,174,1,2022-01-01,50,0,41,2
21174,1136,1,2022-01-01,50,0,41,2
21175,921,1,2022-01-01,50,0,41,2
21177,1514,1,2022-01-01,50,0,41,2
21178,1450,1,2022-01-01,50,0,41,2
21179,1334,1,2022-10-22,8,0,41,2
21180,574,1,2022-10-15,9,0,5,2
21181,710,1,2022-01-01,50,0,5,2
21182,351,3,2022-01-01,50,0,40,2
21183,958,2,2022-01-01,25,0,41,2
21185,1214,1,2022-01-01,50,0,5,2
21186,192,1,2022-01-01,50,0,44,2
21187,1278,2,2022-01-01,25,0,41,2
21188,1294,1,2022-01-01,50,0,20,2
21189,1544,1,2022-01-01,50,0,41,2
21190,1075,1,2022-01-01,50,0,41,2
21191,1425,1,2022-01-01,50,0,41,2
21192,356,1,2022-01-01,50,0,41,2
21193,1673,1,2022-01-01,50,0,41,2
21195,1060,1,2022-01-01,50,0,41,2
21196,1587,1,2022-01-01,50,0,41,2
21197,715,1,2022-01-01,50,0,5,2
21198,635,1,2022-01-01,50,0,41,2
21199,1380,3,2022-01-01,50,0,5,2
21200,54,1,2022-01-01,50,0,0,2
21201,1167,1,2022-01-01,50,0,41,2
21202,1053,3,2022-01-01,50,0,5,2
21203,1026,1,2022-01-01,50,0,41,2
21204,1456,1,2022-01-01,50,0,41,2
21205,425,2,2022-01-01,25,0,20,2
21206,1360,1,2022-01-01,50,0,20,2
21208,603,1,2022-01-01,50,0,41,2
21209,1584,1,2022-01-01,50,0,41,2
21211,1117,1,2022-01-01,50,0,43,2
21213,1676,1,2022-01-01,50,0,5,2
21214,913,1,2022-01-01,50,0,41,2
21215,1766,1,2022-01-01,50,0,41,2
21216,1479,1,2022-01-01,50,0,41,2
21217,844,1,2022-01-01,50,0,41,2
21218,1021,1,2022-01-01,50,0,41,2
21219,184,1,2022-01-01,50,0,41,2
21220,578,1,2022-01-01,50,0,5,2
21221,440,1,2022-01-01,50,0,41,2
21222,1551,1,2022-01-01,50,0,41,2
21223,357,1,2022-01-01,50,0,5,2
21224,1758,4,2022-01-01,25,0,41,2
21225,1715,1,2022-01-01,50,0,41,2
21226,1110,1,2022-01-01,50,0,41,2
21227,1312,1,2022-01-01,50,0,41,2
21228,884,1,2022-01-01,50,0,41,2
21229,1142,1,2022-01-01,50,0,41,2
21230,1582,1,2022-01-01,50,0,41,2
21231,1415,1,2022-04-23,34,0,41,2
21232,1680,1,2022-01-01,50,0,5,2
21233,1535,1,2022-01-01,50,0,41,2
21236,360,1,2022-01-01,50,0,41,2
21237,443,1,2022-01-01,50,0,5,2
21238,465,1,2022-01-01,50,0,18,2
21239,1622,3,2022-01-01,50,0,41,2
21240,997,1,2022-01-01,50,0,20,2
21241,467,1,2022-01-01,50,0,41,2
21242,612,1,2022-01-01,50,0,41,2
21243,1726,1,2022-01-01,50,0,41,2
21244,1178,1,2022-01-01,50,0,40,2
21245,363,1,2022-01-01,50,0,43,2
21246,285,1,2022-01-01,50,0,5,2
21247,1242,1,2022-01-01,50,0,41,2
21248,366,1,2022-01-01,50,0,41,2
21249,1156,1,2022-01-01,50,0,5,2
21250,1759,1,2022-01-01,50,0,41,2
21251,217,3,2022-01-01,50,0,41,2
21252,1394,1,2022-01-01,50,0,43,2
21253,889,1,2022-01-01,50,0,41,2
21254,1637,1,2022-01-01,50,0,41,2
21255,581,1,2022-01-01,50,0,41,2
21256,831,3,2022-01-01,50,0,41,2
21257,125,1,2022-01-01,50,0,41,2
21258,717,1,2022-01-01,50,0,41,2
21259,593,1,2022-01-01,50,0,41,2
21260,469,1,2022-01-01,50,0,41,2
21262,1599,3,2022-01-01,50,0,41,2
21263,637,2,2022-01-01,25,0,5,2
21264,374,1,2022-01-01,50,0,41,2
21267,609,1,2022-01-01,50,0,41,2
21268,1468,1,2022-01-01,50,0,41,2
21269,1674,1,2022-01-01,50,0,41,2
21270,1751,1,2022-01-01,50,0,5,2
21271,380,1,2022-01-01,50,0,20,2
21272,1209,1,2022-01-01,50,0,41,2
21273,428,2,2022-01-01,25,0,5,2
21274,230,1,2022-01-01,50,0,41,2
21275,584,1,2022-01-01,50,0,41,2
21276,1470,1,2022-01-01,50,0,41,2
21277,1564,1,2022-01-01,50,0,41,2
21278,505,1,2022-01-01,50,0,41,2
21279,382,1,2022-01-01,50,0,41,2
21280,741,1,2022-01-01,50,0,5,2
21281,435,1,2022-01-01,50,0,20,2
21283,989,1,2022-01-01,50,0,41,2
21284,745,1,2022-01-01,50,0,41,2
21285,1193,1,2022-01-01,50,0,41,2
21286,1775,2,2022-01-01,25,0,41,2
21287,992,1,2022-01-01,50,0,41,2
21288,1023,1,2022-01-01,50,0,41,2
21289,287,3,2022-01-01,50,0,5,2
21290,1318,1,2022-01-01,50,0,5,2
21291,387,1,2022-01-01,50,0,41,2
21292,1283,1,2022-06-18,26,0,41,2
21293,1056,1,2022-01-01,50,0,41,2
21294,802,3,2022-04-16,35,0,41,2
21296,1736,1,2022-01-01,50,0,41,2
21297,389,1,2022-02-19,43,0,41,2
21298,508,1,2022-01-01,50,0,41,2
21300,606,2,2022-01-01,25,0,18,2
21302,586,1,2022-01-01,50,0,20,2
21303,658,1,2022-01-01,50,0,41,2
21304,751,1,2022-01-01,50,0,20,2
21305,63,1,2022-01-01,50,0,41,2
21306,61,1,2022-01-01,50,0,41,2
21307,1189,1,2022-01-01,50,0,41,2
21309,432,2,2022-01-01,25,0,41,2
21311,291,3,2022-01-01,50,0,41,2
21312,1453,1,2022-01-01,50,0,41,2
21313,1139,1,2022-01-01,50,0,44,2
21315,1184,1,2022-01-01,50,0,41,2
21316,392,1,2022-11-19,4,0,41,2
21317,1363,1,2022-01-01,50,0,41,2
21318,119,1,2022-01-01,50,0,5,2
21320,70,1,2022-01-01,50,0,41,2
21321,1528,3,2022-01-01,50,0,41,2
21322,590,1,2022-01-01,50,0,41,2
21323,758,3,2022-01-01,50,0,41,2
21324,1595,1,2022-01-01,50,0,20,2
21325,1396,1,2022-01-01,50,0,41,2
21327,727,1,2022-01-01,50,0,41,2
21328,1114,1,2022-01-01,50,0,40,2
21330,897,1,2022-01-01,50,0,41,2
21331,24,1,2022-01-01,50,0,18,2
21332,1089,1,2022-01-01,50,0,41,2
21333,1244,3,2022-01-01,50,0,41,2
21335,1228,1,2022-01-01,50,0,41,2
21336,155,1,2022-01-01,50,0,5,2
21337,1239,3,2022-01-01,50,0,41,2
21338,797,1,2022-01-01,50,0,41,2
21339,862,1,2022-01-01,50,0,41,2
21341,478,1,2022-01-01,50,0,5,2
21342,394,1,2022-08-20,17,0,41,2
21343,74,1,2022-01-01,50,0,5,2
21344,785,1,2022-01-01,50,0,41,2
21346,851,3,2022-01-01,50,0,5,2
21347,1332,1,2022-01-01,50,0,41,2
21349,399,1,2022-01-01,50,0,41,2
21350,806,1,2022-01-01,50,0,41,2
21352,5,1,2022-01-01,50,0,41,2
21353,159,1,2022-01-01,50,0,41,2
21354,1195,1,2022-01-01,50,0,5,2
21355,405,1,2022-01-01,50,0,5,2
21356,401,1,2022-01-01,50,0,20,2
21357,871,1,2022-01-01,50,0,41,2
21358,1199,1,2022-01-01,50,0,41,2
21359,948,3,2022-01-01,50,0,41,2
21360,10,1,2022-01-01,50,0,41,2
21361,1665,1,2022-01-01,50,0,41,2
21362,482,1,2022-01-01,50,0,41,2
21363,1029,1,2022-01-01,50,0,41,2
21364,411,1,2022-01-01,50,0,41,2
21365,83,1,2022-01-01,50,0,41,2
21366,860,3,2022-01-01,50,0,5,2
21367,510,3,2022-06-25,25,0,41,2
21368,241,1,2022-01-01,50,0,20,2
21369,297,1,2022-01-01,50,0,41,2
21370,769,1,2022-01-01,50,0,41,2
21371,1025,1,2022-01-01,50,0,5,2
21372,812,1,2022-01-01,50,0,41,2
21373,1546,1,2022-01-01,50,0,20,2
21374,1040,1,2022-01-01,50,0,20,2
21375,1152,1,2022-01-01,50,0,41,2
21376,16,1,2022-01-01,50,0,5,2
21377,91,1,2022-01-01,50,0,5,2
21378,1039,1,2022-01-01,50,0,5,2
21379,770,1,2022-01-01,50,0,41,2
21380,1611,1,2022-01-01,50,0,5,2
21381,1321,3,2022-01-01,50,0,41,2
21382,1609,1,2022-01-01,50,0,5,2
21383,18,2,2022-01-01,25,0,41,2
21384,1154,1,2022-01-01,50,0,41,2
21385,94,2,2022-01-01,25,0,20,2
21386,775,1,2022-01-01,50,0,5,2
21387,592,1,2022-01-01,50,0,41,2
21388,492,5,2022-01-01,12,0,5,2
21389,1055,1,2022-01-01,50,0,41,2
21390,1353,3,2022-01-01,50,0,41,2
21391,408,1,2022-01-01,50,0,41,2
21392,30,3,2022-01-01,50,0,41,2
21393,1221,1,2022-01-01,50,0,41,2
21394,1236,1,2022-01-01,50,0,41,2
21395,872,1,2022-01-01,50,0,5,2
21397,1779,1,2022-01-01,50,0,41,2
21398,1781,1,2022-11-19,4,0,20,2
21399,1785,1,2022-01-01,50,0,41,2
21400,1803,3,2022-01-01,50,0,41,2
21401,1788,1,2022-01-01,50,0,41,2
21402,110,5,2022-01-01,12,0,5,2
21403,515,2,2022-01-01,25,0,5,2
21404,649,5,2022-01-01,12,0,41,2
21405,100,5,2022-01-01,12,0,5,2
21406,856,5,2022-01-01,12,0,44,2
21408,554,4,2022-01-01,25,0,41,2
21409,2154,1,2022-01-01,50,0,41,2
21410,1805,1,2022-01-01,50,0,41,2
21411,1808,1,2022-01-01,50,0,20,2
21412,1810,3,2022-01-01,50,0,5,2
21413,571,1,2022-01-01,50,0,41,2
21414,705,1,2022-01-01,50,0,5,2
21415,2191,1,2022-01-01,50,0,41,2
21416,1817,1,2022-01-01,50,0,41,2
21417,1820,1,2022-01-01,50,0,41,2
21418,1823,1,2022-01-01,50,0,41,2
21419,1825,3,2022-06-18,26,0,41,2
21420,113,1,2022-01-01,50,0,5,2
21421,1812,2,2022-01-01,25,0,41,2
21422,377,1,2022-01-01,50,0,20,2
21424,210,3,2022-01-01,50,0,5,2
21425,765,2,2022-01-01,25,0,20,2
21426,1835,1,2022-01-01,50,0,41,2
21427,1837,3,2022-01-01,50,0,41,2
21429,1841,1,2022-01-01,50,0,41,2
21430,1843,1,2022-01-01,50,0,41,2
21431,1815,1,2022-01-01,50,0,41,2
21432,305,1,2022-01-01,50,0,41,2
21434,262,3,2022-01-01,50,0,5,2
21435,1863,1,2022-01-01,50,0,5,2
21436,1866,1,2022-01-01,50,0,44,2
21437,1869,1,2022-01-01,50,0,41,2
21438,1100,1,2022-01-01,50,0,5,2
21439,1776,1,2022-01-01,50,0,41,2
21440,1876,1,2022-01-01,50,0,6,2
21444,1501,1,2022-01-01,50,0,41,2
21445,1883,1,2022-01-01,50,0,5,2
21447,295,3,2022-01-01,50,0,41,2
21448,1044,1,2022-01-01,50,0,41,2
21449,928,1,2022-01-01,50,0,5,2
21450,1893,1,2022-01-01,50,0,41,2
21451,903,2,2022-05-21,15,0,41,2
21454,1336,1,2022-01-01,50,0,41,2
21456,1900,1,2022-01-01,50,0,41,2
21457,1901,2,2022-01-01,25,0,41,2
21458,1531,1,2022-08-20,17,0,41,2
21459,1903,1,2022-01-01,50,0,41,2
21460,1920,1,2022-01-01,50,0,41,2
21461,1918,1,2022-01-01,50,0,5,2
21463,575,1,2022-01-01,50,0,43,2
21464,1669,2,2022-01-01,25,0,41,2
21465,1833,1,2022-01-01,50,0,41,2
21466,1871,1,2022-05-21,30,0,41,2
21467,666,4,2022-01-01,25,0,41,2
21468,1658,1,2022-01-01,50,0,41,2
21469,1732,1,2022-01-01,50,0,41,2
21470,1723,1,2022-01-01,50,0,5,2
21476,2160,3,2022-01-01,50,0,41,2
21477,781,3,2022-01-01,50,0,5,2
21478,1931,1,2022-01-01,50,0,5,2
21479,662,2,2022-01-01,25,0,41,2
21480,1933,3,2022-01-01,50,0,5,2
21482,1937,1,2022-01-01,53,0,41,2
21483,1941,1,2022-01-01,50,0,41,2
21484,1943,1,2022-01-01,50,0,41,2
21485,1946,1,2022-01-01,50,0,20,2
21486,1949,1,2022-01-01,50,0,41,2
21487,1951,1,2022-01-01,50,0,41,2
21488,1961,1,2022-07-23,21,0,41,2
21491,1910,3,2022-01-01,50,0,41,2
21492,1964,1,2022-01-01,50,0,41,2
21493,1969,1,2022-01-01,50,0,41,2
21494,1939,1,2022-01-01,50,0,41,2
21495,739,1,2022-01-01,50,0,40,2
21496,2060,1,2022-01-01,50,0,5,2
21497,312,1,2022-01-01,50,0,41,2
21498,2113,1,2022-01-01,50,0,41,2
21500,1446,1,2022-01-01,50,0,41,2
21501,783,1,2022-01-01,50,0,20,2
21502,565,1,2022-01-01,50,0,41,2
21503,680,1,2022-01-01,50,0,41,2
21504,1697,1,2022-01-01,50,0,41,2
21505,2106,1,2022-01-01,50,0,41,2
21507,2103,2,2022-01-01,25,0,41,2
21508,2100,1,2022-01-01,50,0,41,2
21509,1472,1,2022-02-05,45,0,41,2
21510,2094,1,2022-01-01,50,0,41,2
21511,1186,1,2022-01-01,50,0,6,2
21512,2092,1,2022-01-01,50,0,41,2
21513,2091,3,2022-01-01,50,0,41,2
21514,2086,1,2022-01-01,50,0,41,2
21515,2084,1,2022-01-01,50,0,41,2
21516,2081,3,2022-01-01,50,0,41,2
21517,2077,3,2022-08-20,17,0,41,2
21518,2075,1,2022-01-01,50,0,41,2
21519,2069,1,2022-01-01,50,0,41,2
21520,2063,1,2022-01-01,50,0,41,2
21521,2058,1,2022-01-01,50,0,5,2
21522,2019,3,2022-01-01,50,0,41,2
21523,2056,1,2022-06-25,25,0,41,2
21524,2053,1,2022-01-01,50,0,41,2
21525,1164,3,2022-01-01,50,0,41,2
21526,2049,1,2022-01-01,50,0,41,2
21527,2047,1,2022-01-01,50,0,41,2
21528,500,3,2022-01-01,50,0,41,2
21529,2043,1,2022-01-01,50,0,41,2
21531,556,1,2022-01-01,50,0,41,2
21533,2041,1,2022-01-01,50,0,5,2
21534,1927,1,2022-01-01,50,0,41,2
21535,2038,3,2022-01-01,50,0,41,2
21536,633,3,2022-01-01,50,0,40,2
21537,1924,1,2022-01-01,50,0,5,2
21538,1703,1,2022-01-01,50,0,41,2
21540,2029,1,2022-01-01,50,0,41,2
21541,2027,1,2022-01-01,50,0,41,2
21542,2023,1,2022-01-01,50,0,41,2
21543,2020,1,2022-01-01,50,0,20,2
21544,1000,3,2022-01-01,50,0,41,2
21545,1064,1,2022-01-01,50,0,41,2
21546,1198,1,2022-01-01,50,0,41,2
21547,2012,3,2022-01-01,50,0,5,2
21548,2010,1,2022-01-01,50,0,41,2
21549,2004,1,2022-01-01,50,0,41,2
21550,1997,3,2022-01-01,50,0,41,2
21551,1994,1,2022-01-01,50,0,41,2
21553,964,1,2022-01-01,50,0,41,2
21556,1979,1,2022-01-15,48,0,41,2
21557,1989,3,2022-10-08,10,0,41,2
21558,1986,1,2022-01-01,50,0,41,2
21559,1983,1,2022-01-01,50,0,41,2
21560,1980,1,2022-01-01,50,0,5,2
21561,543,1,2022-01-01,50,0,43,2
21562,675,1,2022-01-01,50,0,41,2
21563,1818,1,2022-01-01,50,0,41,2
21564,1975,1,2022-01-01,50,0,41,2
21565,1972,1,2022-01-01,50,0,5,2
21566,2126,2,2022-01-01,25,0,18,2
21567,1017,1,2022-01-01,50,0,5,2
21570,1226,3,2022-01-01,50,0,41,2
21572,2129,1,2022-01-01,50,0,41,2
21574,2133,1,2022-05-21,30,0,6,2
21575,2134,1,2022-01-01,50,0,6,2
21576,2140,2,2022-01-01,25,0,20,2
21579,2137,2,2022-01-01,25,0,41,2
21580,2143,4,2022-01-01,25,0,20,2
21581,2146,2,2022-01-01,25,0,20,2
21583,2149,3,2022-09-17,13,0,41,2
21584,1348,1,2022-01-01,50,0,5,2
21585,2155,2,2022-01-01,25,0,41,2
21586,2157,1,2022-01-01,50,0,41,2
21587,2269,1,2022-01-01,50,0,43,2
21590,886,1,2022-01-01,50,0,41,2
21592,2163,1,2022-01-01,50,0,43,2
21593,1615,1,2022-06-25,25,0,41,2
21594,2264,1,2022-01-01,50,0,41,2
21595,2116,1,2022-03-05,41,0,41,2
21596,1887,1,2022-01-01,50,0,41,2
21597,932,1,2022-01-01,52,0,41,2
21599,2165,1,2022-01-01,50,0,44,2
21600,2168,3,2022-01-01,50,0,41,2
21601,2271,2,2022-01-01,25,0,20,2
21602,1366,4,2022-01-01,25,0,5,2
21603,2170,3,2022-01-01,50,0,5,2
21608,2178,1,2022-01-01,50,0,41,2
21609,1801,2,2022-01-01,25,0,41,2
21610,2179,1,2022-01-01,50,0,41,2
21611,1399,2,2022-01-01,25,0,41,2
21614,2193,1,2022-01-01,50,0,5,2
21615,848,2,2022-01-01,25,0,41,2
21616,1772,3,2022-01-01,50,0,41,2
21617,2210,1,2022-01-01,50,0,41,2
21618,1853,1,2022-01-01,50,0,41,2
21620,2167,1,2022-01-01,50,0,41,2
21621,628,1,2022-01-01,50,0,5,2
21622,846,1,2022-01-01,50,0,41,2
21623,925,1,2022-01-01,50,0,41,2
21625,1601,3,2022-01-01,50,0,41,2
21627,2214,1,2022-01-01,50,0,41,2
21628,2007,1,2022-01-01,50,0,41,2
21629,2222,3,2022-01-01,50,0,6,2
21630,2224,2,2022-05-21,15,0,41,2
21631,1991,4,2022-01-01,25,0,41,2
21632,1298,1,2022-01-01,50,0,41,2
21633,2226,1,2022-01-01,50,0,41,2
21637,2204,1,2022-01-01,50,0,41,2
21639,1904,1,2022-01-01,50,0,41,2
21640,1147,1,2022-01-01,50,0,41,2
21641,2036,1,2022-01-01,50,0,41,2
21642,313,1,2022-08-13,18,0,41,2
21643,2230,1,2022-01-01,50,0,41,2
21644,1284,1,2022-07-16,22,0,41,2
21646,1513,1,2022-01-01,50,0,41,2
21647,2185,2,2022-01-01,25,0,41,2
21649,483,1,2022-01-01,50,0,41,2
21650,838,1,2022-01-01,50,0,6,2
21651,2207,2,2022-01-01,25,0,41,2
21654,2238,1,2022-01-01,50,0,41,2
21657,1796,1,2022-12-03,2,0,41,2
21658,1915,1,2022-01-01,50,0,20,2
21659,808,1,2022-01-01,50,0,41,2
21660,1208,1,2022-01-01,50,0,41,2
21662,1057,1,2022-01-01,50,0,5,2
21663,1204,1,2022-01-01,50,0,41,2
21664,880,1,2022-01-01,50,0,41,2
21665,232,1,2022-01-01,50,0,40,2
21666,900,1,2022-01-01,50,0,41,2
21667,1267,1,2022-01-01,50,0,20,2
21669,681,1,2022-01-01,50,0,41,2
21670,1459,1,2022-01-01,50,0,41,2
21671,595,1,2022-01-01,50,0,41,2
21673,937,4,2022-01-01,25,0,41,2
21674,187,2,2022-01-01,25,0,41,2
21675,1356,1,2022-01-01,50,0,41,2
21676,819,1,2022-04-30,33,0,41,2
21681,683,3,2022-01-01,50,0,5,2
21682,1171,1,2022-01-01,50,0,41,2
21683,1792,1,2022-04-16,35,0,41,2
21684,771,2,2022-01-01,25,0,41,2
21686,1794,2,2022-01-01,25,0,41,2
21687,106,6,2022-01-01,12,0,5,2
21692,2266,1,2022-01-01,50,0,20,2
21693,2088,2,2022-01-01,25,0,41,2
21695,2073,1,2022-01-01,50,0,41,2
21696,280,3,2022-01-01,50,0,41,2
21697,2275,2,2022-01-01,25,0,41,2
21702,2277,1,2022-01-01,50,0,41,2
21703,1467,1,2022-01-01,50,0,41,2
21704,1144,1,2022-01-01,50,0,5,2
