"id","abonnement_id","distribution_id","qte","livre","planning_id"
101891,22989,6,1,0,46
101892,22989,6,1,0,47
101893,22989,6,1,0,48
101894,22989,6,1,0,147
101895,22989,6,1,0,148
101896,23084,6,1,0,44
101897,23084,6,1,0,45
101898,23084,6,1,0,46
101899,23084,6,1,0,47
101900,23084,6,1,0,48
101901,23084,6,1,0,147
101902,23084,6,1,0,148
101903,23846,6,1,0,148
101904,23846,6,1,0,147
101905,23846,6,1,0,48
101906,23846,6,1,0,47
101907,23846,6,1,0,46
101908,23846,6,1,0,45
101909,23846,6,1,0,44
101910,23791,6,1,0,44
101911,23791,6,1,0,45
101912,23791,6,1,0,46
101913,23791,6,1,0,47
101914,23791,6,1,0,48
101915,23791,6,1,0,147
101916,23791,6,1,0,148
101917,24547,6,1,0,148
101918,24547,6,1,0,147
101919,24547,6,1,0,48
101920,24547,6,1,0,47
101921,24547,6,1,0,46
101922,24547,6,1,0,45
101923,24547,6,1,0,44
101924,24727,6,1,0,44
101925,24727,6,1,0,45
101926,24727,6,1,0,46
101927,24727,6,1,0,47
101928,24727,6,1,0,48
101929,24727,6,1,0,147
101930,24727,6,1,0,148
101931,23219,6,1,0,45
101932,23219,6,1,0,46
101933,23219,6,1,0,47
101934,23219,6,1,0,48
101935,23219,6,1,0,147
101936,23219,6,1,0,148
101937,23273,6,1,0,44
101938,23273,6,1,0,45
101939,23273,6,1,0,46
101940,23273,6,1,0,47
101941,23273,6,1,0,48
101942,23273,6,1,0,147
101943,23273,6,1,0,148
101944,23348,6,1,0,44
101945,23348,6,1,0,45
101946,23348,6,1,0,46
101947,23348,6,1,0,47
101948,23348,6,1,0,48
101949,23348,6,1,0,147
101950,23348,6,1,0,148
101951,23377,6,1,0,44
101952,23377,6,1,0,45
101953,23377,6,1,0,46
101954,23377,6,1,0,47
101955,23377,6,1,0,48
101956,23377,6,1,0,147
101957,23377,6,1,0,148
101958,23531,6,1,0,44
101959,23531,6,1,0,45
101960,23531,6,1,0,46
101961,23531,6,1,0,47
101962,23531,6,1,0,48
101963,23531,6,1,0,147
101964,23531,6,1,0,148
101965,23578,6,1,0,44
101966,23578,6,1,0,45
101967,23578,6,1,0,46
101968,23578,6,1,0,47
101969,23578,6,1,0,48
101970,23578,6,1,0,147
101971,23578,6,1,0,148
101972,23548,6,1,0,44
101973,23548,6,1,0,45
101974,23548,6,1,0,46
101975,23548,6,1,0,47
101976,23548,6,1,0,48
101977,23548,6,1,0,147
101978,23548,6,1,0,148
101979,24429,6,1,0,44
101980,24429,6,1,0,45
101981,24429,6,1,0,46
101982,24429,6,1,0,47
101983,24429,6,1,0,48
101984,24429,6,1,0,147
101985,24429,6,1,0,148
101986,23080,7,1,0,44
101987,23080,7,1,0,45
101988,23080,7,1,0,46
101989,23080,7,1,0,47
101990,23080,7,1,0,48
101991,23080,7,1,0,147
101992,23080,7,1,0,148
101993,23172,7,1,0,44
101994,23172,7,1,0,45
101995,23172,7,1,0,46
101996,23172,7,1,0,47
101997,23172,7,1,0,48
101998,23172,7,1,0,147
101999,23252,7,1,0,44
102000,23252,7,1,0,45
102001,23252,7,1,0,46
102002,23252,7,1,0,47
102003,23252,7,1,0,48
102004,23252,7,1,0,147
102005,23252,7,1,0,148
102006,23871,7,1,0,148
102007,23871,7,1,0,147
102008,23871,7,1,0,48
102009,23871,7,1,0,47
102010,23871,7,1,0,46
102011,23871,7,1,0,45
102012,23871,7,1,0,44
102013,23622,7,1,0,44
102014,23622,7,1,0,45
102015,23622,7,1,0,46
102016,23622,7,1,0,47
102017,23622,7,1,0,48
102018,23622,7,1,0,147
102019,23622,7,1,0,148
102020,23628,7,1,0,44
102021,23628,7,1,0,45
102022,23628,7,1,0,46
102023,23628,7,1,0,47
102024,23628,7,1,0,48
102025,23628,7,1,0,147
102026,23628,7,1,0,148
102027,23868,7,1,0,148
102028,23868,7,1,0,147
102029,23868,7,1,0,48
102030,23868,7,1,0,47
102031,23868,7,1,0,46
102032,23868,7,1,0,45
102033,23868,7,1,0,44
102034,23227,7,1,0,44
102035,23227,7,1,0,45
102036,23227,7,1,0,46
102037,23227,7,1,0,47
102038,23227,7,1,0,48
102039,23227,7,1,0,147
102040,23227,7,1,0,148
102041,23556,7,1,0,45
102042,23556,7,1,0,47
102043,23556,7,1,0,147
102044,23556,7,1,0,148
102045,24453,7,1,0,45
102046,24453,7,1,0,47
102047,24453,7,1,0,147
102048,24028,7,1,0,44
102049,24028,7,1,0,45
102050,24028,7,1,0,46
102051,24028,7,1,0,47
102052,24028,7,1,0,48
102053,24028,7,1,0,147
102054,24028,7,1,0,148
102055,24078,7,1,0,44
102056,24078,7,1,0,45
102057,24078,7,1,0,46
102058,24078,7,1,0,47
102059,24078,7,1,0,48
102060,24078,7,1,0,147
102061,24078,7,1,0,148
102062,24317,7,1,0,45
102063,24317,7,1,0,47
102064,24317,7,1,0,147
102065,23947,7,1,0,44
102066,23947,7,1,0,45
102067,23947,7,1,0,46
102068,23947,7,1,0,47
102069,23947,7,1,0,48
102070,23947,7,1,0,147
102071,23947,7,1,0,148
102072,24020,7,1,0,45
102073,24020,7,1,0,47
102074,24020,7,1,0,147
102075,24020,7,1,0,148
102076,24079,7,1,0,46
102077,24432,7,1,0,45
102078,24432,7,1,0,147
102079,24465,7,1,0,47
102080,24344,7,1,0,45
102081,24344,7,1,0,47
102082,24344,7,1,0,147
102083,24344,7,1,0,148
102084,24454,7,1,0,45
102085,24454,7,1,0,47
102086,24454,7,1,0,147
102087,22960,8,1,0,494
102088,22960,8,1,0,495
102089,22960,8,1,0,496
102090,22960,8,1,0,497
102091,22960,8,1,0,498
102092,22960,8,1,0,499
102093,22960,8,1,0,500
102094,23102,8,1,0,494
102095,23102,8,1,0,495
102096,23102,8,1,0,496
102097,23102,8,1,0,497
102098,23102,8,1,0,498
102099,23102,8,1,0,499
102100,23102,8,1,0,500
102101,23112,8,1,0,494
102102,23112,8,1,0,495
102103,23112,8,1,0,496
102104,23112,8,1,0,497
102105,23112,8,1,0,498
102106,23112,8,1,0,499
102107,23112,8,1,0,500
102108,23397,8,1,0,497
102109,23397,8,1,0,498
102110,23397,8,1,0,499
102111,23397,8,1,0,500
102112,23443,8,1,0,494
102113,23443,8,1,0,495
102114,23443,8,1,0,496
102115,23443,8,1,0,497
102116,23443,8,1,0,498
102117,23443,8,1,0,499
102118,23443,8,1,0,500
102119,23454,8,1,0,494
102120,23454,8,1,0,495
102121,23454,8,1,0,496
102122,23454,8,1,0,497
102123,23454,8,1,0,498
102124,23454,8,1,0,499
102125,23454,8,1,0,500
102126,23457,8,1,0,494
102127,23457,8,1,0,495
102128,23457,8,1,0,496
102129,23457,8,1,0,497
102130,23457,8,1,0,498
102131,23457,8,1,0,499
102132,23457,8,1,0,500
102133,23587,8,1,0,494
102134,23587,8,1,0,495
102135,23587,8,1,0,496
102136,23587,8,1,0,497
102137,23587,8,1,0,498
102138,23587,8,1,0,499
102139,23587,8,1,0,500
102140,23610,8,1,0,494
102141,23610,8,1,0,495
102142,23610,8,1,0,496
102143,23610,8,1,0,497
102144,23610,8,1,0,498
102145,23610,8,1,0,499
102146,23610,8,1,0,500
102147,23637,8,1,0,494
102148,23637,8,1,0,495
102149,23637,8,1,0,496
102150,23637,8,1,0,497
102151,23637,8,1,0,498
102152,23637,8,1,0,499
102153,23637,8,1,0,500
102154,23803,8,1,0,495
102155,23803,8,1,0,497
102156,23803,8,1,0,498
102157,23803,8,1,0,499
102158,23803,8,1,0,500
102159,24656,8,1,0,494
102160,24656,8,1,0,495
102161,24656,8,1,0,496
102162,24656,8,1,0,497
102163,24656,8,1,0,498
102164,23082,8,1,0,494
102165,23082,8,1,0,495
102166,23082,8,1,0,496
102167,23082,8,1,0,497
102168,23082,8,1,0,498
102169,23082,8,1,0,499
102170,23082,8,1,0,500
102171,23653,8,1,0,494
102172,23653,8,1,0,495
102173,23653,8,1,0,496
102174,23653,8,1,0,497
102175,23653,8,1,0,498
102176,23653,8,1,0,499
102177,23653,8,1,0,500
102178,24529,8,1,0,494
102179,24529,8,1,0,495
102180,24529,8,1,0,496
102181,24529,8,1,0,497
102182,24529,8,1,0,498
102183,24529,8,1,0,499
102184,24529,8,1,0,500
102185,23390,8,1,0,494
102186,23390,8,1,0,496
102187,23390,8,1,0,498
102188,23390,8,1,0,500
102189,23843,8,1,0,500
102190,23843,8,1,0,498
102191,23843,8,1,0,496
102192,23843,8,1,0,494
102193,23658,8,1,0,495
102194,23658,8,1,0,497
102195,23658,8,1,0,499
102196,23658,8,1,0,500
102197,24874,8,1,0,494
102198,24874,8,1,0,496
102199,24874,8,1,0,498
102200,24874,8,1,0,500
102201,23330,8,1,0,495
102202,23330,8,1,0,499
102203,23907,8,1,0,494
102204,23907,8,1,0,496
102205,23907,8,1,0,498
102206,23907,8,1,0,500
102207,23989,8,1,0,494
102208,23989,8,1,0,495
102209,23989,8,1,0,496
102210,23989,8,1,0,497
102211,23989,8,1,0,498
102212,23989,8,1,0,499
102213,23989,8,1,0,500
102214,24018,8,1,0,494
102215,24018,8,1,0,495
102216,24018,8,1,0,496
102217,24018,8,1,0,497
102218,24018,8,1,0,498
102219,24018,8,1,0,499
102220,24018,8,1,0,500
102221,24033,8,1,0,497
102222,24033,8,1,0,498
102223,24033,8,1,0,499
102224,24033,8,1,0,500
102225,24066,8,1,0,494
102226,24066,8,1,0,495
102227,24066,8,1,0,496
102228,24066,8,1,0,497
102229,24066,8,1,0,498
102230,24066,8,1,0,499
102231,24066,8,1,0,500
102232,24292,8,1,0,494
102233,24292,8,1,0,495
102234,24292,8,1,0,496
102235,24292,8,1,0,497
102236,24292,8,1,0,498
102237,24292,8,1,0,499
102238,24292,8,1,0,500
102239,24349,8,1,0,494
102240,24349,8,1,0,496
102241,24349,8,1,0,498
102242,24349,8,1,0,500
102243,24876,8,1,0,494
102244,24876,8,1,0,496
102245,24876,8,1,0,498
102246,24876,8,1,0,500
102247,23908,8,1,0,494
102248,23908,8,1,0,496
102249,23908,8,1,0,498
102250,23908,8,1,0,500
102251,23999,8,1,0,494
102252,23999,8,1,0,496
102253,23999,8,1,0,497
102254,23999,8,1,0,499
102255,23999,8,1,0,500
102256,24067,8,1,0,494
102257,24067,8,1,0,496
102258,24067,8,1,0,498
102259,24067,8,1,0,500
102260,24217,8,1,0,495
102261,24217,8,1,0,497
102262,24619,8,1,0,495
102263,24619,8,1,0,498
102264,24658,8,1,0,494
102265,24658,8,1,0,495
102266,24658,8,1,0,496
102267,24658,8,1,0,497
102268,24658,8,1,0,498
102269,24658,8,1,0,499
102270,24658,8,1,0,500
102271,24355,8,1,0,500
102272,24355,8,1,0,497
102273,24355,8,1,0,494
102274,23990,8,1,0,495
102275,23990,8,1,0,497
102276,23990,8,1,0,500
102277,24875,8,1,0,494
102278,24875,8,1,0,496
102279,24875,8,1,0,498
102280,24875,8,1,0,500
102281,24029,8,1,0,499
102282,24548,8,1,0,494
102283,24548,8,1,0,495
102284,24548,8,1,0,496
102285,24548,8,1,0,497
102286,24548,8,1,0,498
102287,24548,8,1,0,499
102288,24548,8,1,0,500
102289,23037,8,1,0,494
102290,23037,8,1,0,495
102291,23037,8,1,0,496
102292,23037,8,1,0,497
102293,23037,8,1,0,498
102294,23037,8,1,0,499
102295,23037,8,1,0,500
102296,23165,8,1,0,494
102297,23165,8,1,0,495
102298,23165,8,1,0,496
102299,23165,8,1,0,497
102300,23165,8,1,0,498
102301,23165,8,1,0,499
102302,23165,8,1,0,500
102303,23274,8,1,0,494
102304,23274,8,1,0,495
102305,23274,8,1,0,496
102306,23274,8,1,0,497
102307,23274,8,1,0,498
102308,23274,8,1,0,499
102309,23274,8,1,0,500
102310,23297,8,1,0,494
102311,23297,8,1,0,495
102312,23297,8,1,0,496
102313,23297,8,1,0,497
102314,23297,8,1,0,498
102315,23297,8,1,0,499
102316,23297,8,1,0,500
102317,23336,8,1,0,494
102318,23336,8,1,0,495
102319,23336,8,1,0,496
102320,23336,8,1,0,497
102321,23336,8,1,0,498
102322,23336,8,1,0,499
102323,23336,8,1,0,500
102324,23357,8,1,0,494
102325,23357,8,1,0,495
102326,23357,8,1,0,496
102327,23357,8,1,0,497
102328,23357,8,1,0,498
102329,23357,8,1,0,499
102330,23357,8,1,0,500
102331,23439,8,1,0,494
102332,23439,8,1,0,495
102333,23439,8,1,0,496
102334,23439,8,1,0,497
102335,23439,8,1,0,498
102336,23439,8,1,0,499
102337,23439,8,1,0,500
102338,23463,8,1,0,494
102339,23463,8,1,0,495
102340,23463,8,1,0,496
102341,23463,8,1,0,497
102342,23463,8,1,0,498
102343,23463,8,1,0,499
102344,23463,8,1,0,500
102345,23502,8,1,0,494
102346,23502,8,1,0,495
102347,23502,8,1,0,496
102348,23502,8,1,0,497
102349,23502,8,1,0,498
102350,23502,8,1,0,499
102351,23502,8,1,0,500
102352,23601,8,1,0,494
102353,23601,8,1,0,495
102354,23601,8,1,0,496
102355,23601,8,1,0,497
102356,23601,8,1,0,498
102357,23601,8,1,0,499
102358,23601,8,1,0,500
102359,23645,8,1,0,494
102360,23645,8,1,0,495
102361,23645,8,1,0,496
102362,23645,8,1,0,497
